,username,comment,date,likes
719,@IPLeon,Best president ever,il y a 1 an,
720,@marlon5640,"Rude reporters, furthermore they are not asking questions, only making heavily biased statements on accordance with their political agenda in order to further agitate.",il y a 4 ans,"365 ""J'aime"""
721,@user-cy3fy6pe8b,I’m so furious like him come in LEGALLY,il y a 1 mois,
722,@jacobturner6266,Trump is so presidential and smart. Nice try reporter.,il y a 4 mois,"2 ""J'aime"""
723,@crystalteardrop2605,"""Attacks reporter"" yeah I didn't see the president punch him or physically hurt him xD hahahaha",il y a 3 ans,"13 ""J'aime"""
724,@sfl6307,Hundreds of companies coming in,il y a 1 an,
725,@alokupadhyay1470,This was the best moment in entire conference,il y a 4 ans,"299 ""J'aime"""
726,@notyocousin999,I couldn't be president cuss his feelings will be hurt,il y a 2 mois,
727,@exactceamzis6525,they came with the alliance like in soviet union by jumping fence at borders,il y a 1 an,
728,@svyatozar7692,Actually it should be “CNN reporter attacks Trump”,il y a 3 ans,"103 ""J'aime"""
729,@TalonsOfFire,Shame our politics descended to this. Worst president of all time. The way he points is also hilarious.,il y a 1 mois,"1 mention ""J'aime"""
730,@oldnite3414,"""Attacks""
Yeah okay",il y a 1 an,"1 mention ""J'aime"""
731,@kuttemkidd4899,1:49 yeet lol she snatched that mic,il y a 3 ans,"81 ""J'aime"""
732,@dakshvyas5123,"To ne honest, it was a male reporter.
Should have mentioned that",il y a 1 an,
733,@maxb376,By definition trump is being challenged therefore he’s defending himself no,il y a 1 an,
734,@jaysoddfutr1136,1:30 so disrespectful. Give the microphone up,il y a 3 ans,"20 ""J'aime"""
735,@carleeroseterangi6923,Fairness.,il y a 1 an,"1 mention ""J'aime"""
736,@Evilkid2363,Some people just gotta tread thin water,il y a 1 an,
737,@LiveWire134679,"The title should actually be ""CNN reporter attacks Trump""",il y a 2 ans,"36 ""J'aime"""
738,@ThomasWilliams89,that's enough!,il y a 1 mois,
739,@user-jx3uy1oh9b,Lol Trump was about to cry lol,il y a 5 jours,"1 mention ""J'aime"""
740,@VaSTI_97,That’s enough …… continues,il y a 1 an,"1 mention ""J'aime"""
741,@GOTTA8GO8GET8IT8,I love it,il y a 7 mois,"1 mention ""J'aime"""
742,@nickybelle4996,He shld respect mr president..omg tht reporter was so rude,il y a 3 ans,"8 ""J'aime"""
743,@merrylee202,,il y a 1 an,
744,@pawanbains4787,"Come on man ,trump  is president ,I knw he is not a great leader but I will respect to the position he is on..nd I always believe in his decisions as president",il y a 4 ans,"15 ""J'aime"""
745,@andretoles9505,Title should be:CNN reporter attacks Trump,il y a 1 an,"1 mention ""J'aime"""
746,@borizh,*Trump attacks activist,il y a 7 mois,"2 ""J'aime"""
747,@brandonsalinas523,The title of this video should be: Wannabe Tough Reporter gets owned by the President of the United States of America. 🇺🇸,il y a 4 ans,"21 ""J'aime"""
748,@carlcarlson1369,This is all you need to know about the mainstream media. Politics join The Fray,il y a 1 mois,"1 mention ""J'aime"""
749,@elainekeane4164,"Oh shut up reporter! Listen to the man who is smart as a whip, and will be our Pres! 🇺🇸🇺🇸",il y a 8 mois,"1 mention ""J'aime"""
750,@camsidie3971,At this point trump should just get a tattoo saying “I roast kid”,il y a 3 ans,"17 ""J'aime"""
751,@ICBsTurf,Politics...if only you could make both sides happy.,il y a 1 an,
752,@MrSue-pe1tx,Hasn’t Fox’s ratings been the lowest?,il y a 1 an,
753,@ukdream5982,Whatever I like trump he is very straight forward person ️from England 󠁧󠁢󠁥󠁮󠁧󠁿,il y a 4 ans,"29 ""J'aime"""
754,@hectorguy5687,"Jim Acosta on Twitter laughing at mughsot, Trump lives rent-free in his head.",il y a 2 mois,
755,@Thatthar899,Hate on him all that you want but trump is spitting straight facts here undeniably,il y a 4 mois,"1 mention ""J'aime"""
756,@xijinping1690,Here the reporters would've went home to find his family dead and his Minecraft world TNT'd,il y a 2 ans,"609 ""J'aime"""
757,@GOOGLEMYYAHOO,Attacked? Lol right,il y a 9 mois,
758,@lisavollaro,Love Trump cracks me up he's blunt l love it he is new Yorker when nybwas nice from there to NYC sucks today,il y a 6 mois,"2 ""J'aime"""
759,@iantuiasosopo5923,Attacks CNN reporter  this reporter is being direspectful,il y a 4 ans,"10 ""J'aime"""
760,@laddertoworld4925,I love President J Donald,il y a 12 jours,"2 ""J'aime"""
761,@exactceamzis6525,"Now look at Apple , Microsoft and Google CEO s",il y a 1 an,
762,@unclealbert9257,“Attacking” in liberal means disagreeing.,il y a 3 ans,"49 ""J'aime"""
763,@Karlgh,Trump is a funny guy,il y a 1 an,
764,@Tony-mu5lc,the guys  who work for CNN Never learned how to shut up is mouth ? this guy is a pain...,il y a 1 an,
765,@ultrainstinct927,When somebody talking trump goes like wait wait,il y a 3 ans,"15 ""J'aime"""
766,@Awesomeo356,Ouch.,il y a 1 an,
767,@tyrellpreston6280,I agree  Donald Trump,il y a 11 mois,"2 ""J'aime"""
768,@allanasuma6427,Very nagging reporter. I felt tired listening to him.,il y a 2 ans,"19 ""J'aime"""
769,@Usuxjsmsmsm,Trump has a mind of his own...,il y a 10 mois,
770,@honestiscool2811,"""They weren't actors""",il y a 3 ans,"26 ""J'aime"""
771,@davidbrennan3613,Trump wasn't used to being challenged,il y a 1 an,
772,@Ilikenabeel,Wow!!!,il y a 11 mois,
773,@eyecxn,The reporters literally a child,il y a 2 ans,"16 ""J'aime"""
774,@brianwilliamson9404,Man baby no like hard questions.,il y a 11 mois,
775,@michaelwirth3720,"He is right, end of story",il y a 6 mois,
776,@beekingkhanuk2718,2019 media thinks they are KING,il y a 4 ans,"45 ""J'aime"""
777,@robertnussberger6449,Remember when cnn used ask questions of a president,il y a 1 mois,
778,@crosswalls2754,Trump was right here,il y a 1 an,"2 ""J'aime"""
779,@kakyoin9831,Bro that guy should know his place does he even know who is he talking to who,il y a 3 ans (modifié),"54 ""J'aime"""
780,@pierantozzox,Politized reporters,il y a 1 an,
781,@ianattle4747,Donald Trump does not know what he is talking about.,il y a 1 an,"2 ""J'aime"""
782,@RedFishRunning,Who'sRosie? Why didn't she keep her promises?,il y a 1 an (modifié),
783,@user-dn9fo8xl8o,,il y a 7 mois,"1 mention ""J'aime"""
784,@sidfalck2780,"He protecc
He attacc
But most importantly, he does not like when people fire bacc",il y a 2 ans,"118 ""J'aime"""
785,@theblueadventurer615,"1:18 no thanks, hahaha",il y a 1 an,
786,@anthnysalazar2887,Please sit down Mr CNN,il y a 4 ans,"40 ""J'aime"""
787,@danielgiftson545,"""Here we go!!""",il y a 1 an,
788,@Bold_One,and here we. go.,il y a 10 mois,"1 mention ""J'aime"""
789,@crissyledbetter6270,"Love trump, he's the best",il y a 4 ans,"26 ""J'aime"""
790,@yargercody1,Donald Trump loves to talk over people,il y a 3 semaines,
791,@dannyrichards-nb9sh,,il y a 1 mois,
792,@reneeshtr1,Change the title...A disrespectful news channel reporter arguing with President of USA.,il y a 4 ans,"20 ""J'aime"""
793,@myrasmiley3513,So gald he is out of office.,il y a 1 an,"2 ""J'aime"""
794,@shannonschroeder4830,,il y a 1 mois,
795,@anthonyc8257,No more of defensive and confrontational press briefings “that’s enuffffffff” lol,il y a 2 ans,"71 ""J'aime"""
796,@amolsharma3603,President Obama nice. I see many foreign politicians rude. Be human be grown.,il y a 1 an,
797,@maidasgirl1270,Oh how I miss President Trump!,il y a 1 an,
798,@IPear,"I totally dislike trump, but the reporter was acting kinda childish.",il y a 2 ans,"18 ""J'aime"""
799,@fleekpharma189,I love Mr Donald Trump.,il y a 1 mois,"1 mention ""J'aime"""
800,@adityamohanty482,,il y a 1 mois,
801,@greeneyedqt90,"Let me handle the country you handle CNN 

I'm weak",il y a 3 ans,"10 ""J'aime"""
802,@samuelsera5104,BRUH HE DOESN'T WANT YOU TO TALK GIVE UP BRUV,il y a 1 an,
803,@emilykovacs777,Trump attacking CNN reporter... hmmm...,il y a 4 ans,"640 ""J'aime"""
804,@KiwiImpactSaint,Why the reporter want to support illegal intruders…,il y a 7 jours,"2 ""J'aime"""
805,,This person is homeless by now for sure.,il y a 3 ans,"44 ""J'aime"""
806,@geronimo2804,"This was a great, Jim Acosta got trump cringing, trumpy felt so uncomfortable.",il y a 1 an,
807,@navneetsingh3772,Can Modi g do this?,il y a 1 mois,"2 ""J'aime"""
808,@aryansamya2361,"Trump:Hey siri how many miles did I ran today?
Siri:Ok sending missles to Iran today
Trump:",il y a 3 ans,"43 ""J'aime"""
809,@travlog1255,that's how i learn my english from trump.,il y a 1 an,"1 mention ""J'aime"""
810,@kentran9721,This video showing him why Joe Biden had gained a huge victory in election 2021,il y a 1 an,"1 mention ""J'aime"""
811,@lyaelidebe5154,But that CNN is such useless reporter. I agree with Trump on this one. He should ashamed of himself.,il y a 2 ans,"10 ""J'aime"""
812,@zeyadal-any1853,ايها الصحفي المحترف ٠٠٠ ستبدي لك الأيام ما كنت جاهلا ٠٠٠ و يأتيك بالأخبار من لم تزود,il y a 1 an,
813,@BasicLearnings,"Hahahahahah, You Tell Em!",il y a 1 an,
814,@maxmx767,It looks more like Jim Acosta is attacking Trump,il y a 4 ans,"736 ""J'aime"""
815,@cookie_lukey1924,You think they were actress,il y a 11 mois,
816,@cariine3333,,il y a 1 an,
817,@Muhammed.Yaseen,First time I'm on Trump's side. Ever.,il y a 2 ans,"8 ""J'aime"""
818,@kdowling1101,Bull got flamed,il y a 11 mois,"1 mention ""J'aime"""
819,@Krystal-tv4ft,Lol they weren't actors,il y a 5 mois,
820,@Klentung8989,Rude reporter.  Trying to bully.,il y a 4 ans,"66 ""J'aime"""
821,@lancelotgordon8045,Look hu is speaking about Bean rude..jajaj,il y a 11 mois,
822,@kshitijjaiswal3693,I don’t think trump was wrong people do need to move legally,il y a 11 mois,"5 ""J'aime"""
823,,THATS MY PRESIDENT!!!,il y a 3 ans,"17 ""J'aime"""
824,@siasconradie1138,"mr trump once again you nsiled it
love yoy Sir",il y a 1 an,
825,@userjk7,"""Put down the mic""",il y a 2 mois,
826,@TheUnknown-yx8zc,2:00 I love trump,il y a 3 ans,"13 ""J'aime"""
827,@simonmcgarry4049,Trump is too real for cyberspace mentality.,il y a 1 an,
828,@Wazupppl,Agree with trump for once he said stop but he countinued hopefully cnn fired him,il y a 1 an,
829,@tinaharris998,They can come in but legally,il y a 6 mois,
830,@joeyrose2481,,il y a 1 an,"1 mention ""J'aime"""
831,@ohadsegev6963,"The title is misleading

The attacker is the CNN reporter",il y a 4 ans,"2,9 k ""J'aime"""
832,@triggeroc,,il y a 1 an,
833,@cooper5431,I mean the reporter was being incredibly unprofessional and rude .. typical cnn really and even more classic of cnn to run the story as if trump was the rude one in this interaction hahaha,il y a 1 an,
834,@Bitachon,1:53 - Ouch!,il y a 4 ans,"44 ""J'aime"""
835,@werewolffox8918,they weren't actors/ dead,il y a 5 mois,
836,@chunter9102,"We finally got a president with some backbone! Love it, love it, love it!",il y a 4 ans,"433 ""J'aime"""
837,@shamyill,"Can someone please bring trump back into power i mean please he is first of all original , secondly come on man he gave america the best stock market forex market trading days",il y a 1 an,"1 mention ""J'aime"""
838,@FreshTake01,,il y a 1 an,
839,@uzef73,TRUMP 2020. I'M ALMOST SICK AND TIRED OF WINNING,il y a 4 ans,"9 ""J'aime"""
840,@andresfernandez985,two children arguing over a candy...,il y a 11 mois,"1 mention ""J'aime"""
841,@SicilianStealth,Meanwhile Trump thinks he isn't?,il y a 1 an,
842,@saurabhrathi301,"I agree with trump, strong borders strong countries........",il y a 2 ans,"12 ""J'aime"""
843,@billthomas6466,That's why I love Trump,il y a 1 an,
844,@alicewonderchild5031,Spin the wheel : who wants to be a president !!,il y a 7 mois,
845,@rollerbladinggeek5507,trump: the greatest man of his time.,il y a 3 ans,"8 ""J'aime"""
846,@nosferatu7017,Go Trump!,il y a 10 mois,"4 ""J'aime"""
847,@satriamandala6180,,il y a 11 mois,
848,@hollyleeming8687,"It's really unfortunate Acosta is rude, but he also a narcissist. Seems Trump answered his question and that wasn't good enough and then he wouldn't shut up, taking air time away from other reporters. But then you knew that, you couldn't help yourself when you twisted the story.",il y a 4 ans (modifié),"228 ""J'aime"""
849,@arliemassey4428,Let me run the country,il y a 11 mois,"1 mention ""J'aime"""
850,@sternuens,"Mr President , what is your favourite ice cream flavour?",il y a 6 mois,"1 mention ""J'aime"""
851,@franki3Ru550,Actually I'm on Trump side on this.. he's very annoying,il y a 3 ans,"60 ""J'aime"""
852,@philippeigoa7765,Look whose talking !,il y a 1 an,
853,@bicpens1202,The goat,il y a 8 mois,"1 mention ""J'aime"""
854,@aurora.a6645,"Sure, they can come but legally. It is so obvious!!!!!  VIVA TRUMP. Down to CNN",il y a 4 ans,"28 ""J'aime"""
855,@larry1824,Don't ever ask me why is the sky blue again????????,il y a 7 mois,"1 mention ""J'aime"""
856,@Edge439,Funny how he calls that guy terrible when trump is one of the worst people in this entire world,il y a 11 mois,
857,@koko1914,He didnt act this way when obama was president,il y a 4 ans,"128 ""J'aime"""
858,@exactceamzis6525,at least rudes has original ID s,il y a 1 an,
859,@jdh9676,I love me some Trumpy,il y a 5 mois,
860,@elieabi-lamah2209,Great President put him exactly where he belongs. TRUMP 2020,il y a 4 ans,"12 ""J'aime"""
861,@lepermessiah9309,Takes one,il y a 1 an,
862,@APerson-sr9pj,Imagine putting up false title of video to cover up Jim Acosta' hypocritical manipulative questions to try to paint his narrative of the bad orange man.,il y a 1 an (modifié),
863,@ac33er,1:49 where did she come from wth just stole the mic,il y a 3 ans,"11 ""J'aime"""
864,@jdmbraceyourself9860,Fire him,il y a 1 mois,
865,@MrAccordCrx,Talk like that to Putin.,il y a 4 mois,
866,@nathancouture598,I agree with him they have to come legally period. I love all race,il y a 3 ans,"23 ""J'aime"""
867,@APerson-sr9pj,Title should read ''CNN jim Acosta harassing Trump by refusing to pass the mic after asking his question aimed at trying to paint his ownnarrative failed'' :D,il y a 1 an,
868,@jamieleejones795,I like trump . Hes right though. Come in but come in legally . Simple,il y a 4 ans,"29 ""J'aime"""
869,@brodyhoroshak,They weren’t actors,il y a 2 mois,
870,@jrockaccount,He got owned by Trump.,il y a 1 an,"1 mention ""J'aime"""
871,@johnwesleyhuss2327,"1:27
The teacher when you make paper footballs",il y a 4 ans,"22 ""J'aime"""
872,@irishcurse4129,These immigrants get better treatment than the people actually born here they get handed jobs and money and homes,il y a 1 an,
873,@umairparvaiz,Our hero is getting old,il y a 5 mois,
874,@manikhalder7166,"Why is youtube suggesting me this after Joe Biden said him ""Bi Den""?",il y a 2 ans,"115 ""J'aime"""
875,@danielmenashe8393,Love it trump rights back,il y a 11 mois,"2 ""J'aime"""
876,@DCUPtoejuice,an incursion by a large number of people or things into a place or sphere of activity.,il y a 1 an,
877,@basedprismo,Let the arguing begin,il y a 3 ans (modifié),"241 ""J'aime"""
878,@samuelweir5985,"""Trump Speaks At Fourth-Grade Level, Lowest Of Last 15 U.S. Presidents"", Newsweek, 1/8/18.",il y a 1 an,
879,@yousufabraham8616,"Who come here after heard that ""Qasim Suleimani"" is killed ?",il y a 3 ans,"2 k ""J'aime"""
880,@Wild_Untamed,An ad hominem response.....,il y a 1 an,
881,@arifcoco,Who cross the line first?,il y a 1 an,
882,@twinz5694,And you're not going to be president any longer,il y a 2 ans,"8 ""J'aime"""
883,@matthewfarina8587,It was the same under Obama,il y a 1 an,
884,@luvpants2012,"Trump calling someone a rude, terrible person LOL",il y a 3 mois,
885,@tbang81,"Trump's mother left the Hebrides of Scotland to start a new life in America with only £50, is she an invader?",il y a 3 ans,"12 ""J'aime"""
886,@AB-po3vi,"""Here we go""",il y a 1 an,
887,@Patti-iz6yn,Thats my president!!🇺🇲,il y a 2 mois,
888,@foofy3406,"Jim pushed it too far. i fiercely dislike Trump, but i think acosta was way out of line this time. this is his schtick, baiting the pres.",il y a 4 ans,"1,1 k ""J'aime"""
889,@isaidthat4505,The only president since kennedy warts and all,il y a 2 mois,
890,@sobamask9023,This is big NEWS!,il y a 4 ans,"8 ""J'aime"""
891,@flvyu,Repórter was annoying. Didn’t know when to stop,il y a 4 mois,
892,@annkristintingvall8363,"Block Trump out, he lost my trust...",il y a 11 mois,
893,@Huz7Edits,Why is YouTube showing me this after the election,il y a 2 ans,"16 ""J'aime"""
894,@justinquotidian614,Here we go…,il y a 2 semaines,
895,@Sm0kes,They didn’t come from hollywood,il y a 2 semaines,
896,@carlzivela9215,Best US President EVER,il y a 3 ans,"10 ""J'aime"""
897,@hamakurdish1090,1:03 Iam comin for Hollywood Mr president,il y a 1 an,
898,@trappist1d741,Trump is quick on his feet.,il y a 1 an,
899,@derhorst7768,2:13 when i ask the teacher in class if i can go to the toilet,il y a 3 ans,"19 ""J'aime"""
900,@josephmackiniii6768,,il y a 1 an,
901,@johnacetable7201,"Yeah ""Attacks"" .",il y a 11 mois,
902,@luciomohedano6694,How’s here after Biden’s win,il y a 2 ans,"16 ""J'aime"""
903,@epiphaniecleveland5993,,il y a 1 an,
904,@kunaln7,Trump is funny,il y a 2 mois,
905,@rambo418,Attack?? wrong word. Teach a lesson make more sense,il y a 3 ans,"8 ""J'aime"""
906,@Atomic_A,"better title : ""Trump gets badgered by annoying CNN reporter who keeps interrupting, gets put in his place by trump""",il y a 1 an,
907,@generalmax4252,TRUMP...........My President.,il y a 4 ans,"10 ""J'aime"""
908,@wayydowneast,“Attacks” ?,il y a 1 an,
909,@mrbesinadventures1909,Why reporters are so rude towards trump?,il y a 5 mois,"1 mention ""J'aime"""
910,@ju5mike906,"So if i climb over the white house gates, im not invading......",il y a 4 ans,"9 ""J'aime"""
911,@lhudson4377,"And you're not a rude,terrible person?",il y a 5 jours,
912,@fto5217,the problem is condescending attitude of trump,il y a 1 an,"1 mention ""J'aime"""
913,@JxmpedCODMobile,“Attacks”,il y a 3 ans,"9 ""J'aime"""
914,@jackanorybiggins,Trump can't handle the pressure.,il y a 1 mois,
915,@davidtawse6765,"Bet the guardian thought this comment section would all be against Trump lol, they must assume everyone is a gullible as the sheep who buy their newspaper.",il y a 1 an,"1 mention ""J'aime"""
916,@alfalfacat6242,CNN===ChickenNoodleNews!,il y a 4 ans,"562 ""J'aime"""
917,@arifcoco,I love u . J'adore.,il y a 1 an,
918,@OfficialRuskyTursky,,il y a 1 an,"1 mention ""J'aime"""
919,@dandavidson1704,I miss trump,il y a 8 mois,"5 ""J'aime"""
920,@williamoverly1617,"THE REPORTER COULD SAY THE SAME ABOUT TRUMP, BOSS MURDOCH.",il y a 1 an,
921,@alansbinnie1446,Talk about pots and kettles.,il y a 1 an,
922,@ripdzorlepcha9031,,il y a 4 mois,
923,@thamizharasanv3812,Banking reforms through digitalized.... Agri reforms through impersoners,il y a 2 mois,
924,@cesarh.6324,My President,il y a 1 an,
925,@jimpritchard8354,Trump tell like it is.!!,il y a 1 mois,"1 mention ""J'aime"""
926,@mansoorahmad5632,The Guardian.,il y a 1 an,
927,@thesamson1091,Don't mess with Trump why do the Mexican want to leave a beautiful country like Mexico,il y a 7 mois (modifié),"2 ""J'aime"""
928,@theoppsdontmatter4367,King,il y a 3 mois,"1 mention ""J'aime"""
929,@verytallone,What kind of journalism is this?,il y a 1 mois,
930,@donnacorley1743,Oh how I miss Trump!,il y a 1 an,
931,@meangene8437,Actually Trump was kinder than I would have been.,il y a 1 mois,
932,@Lmnbvcxza,Trumps the man go trump 2024,il y a 11 mois,"3 ""J'aime"""
933,@commentator4547,"Trump-Pence 2024 
Biden-Harris 2024",il y a 1 an,"4 ""J'aime"""
934,@m737m737m737,"I know you are, but what am I?",il y a 4 jours,
935,@ShadowOfNexxus,"""attacks""",il y a 1 an,
936,@mikeballew3283,More mirrors talk,il y a 2 mois,
937,@darkhoasi7k118,That's  my president,il y a 5 mois,
938,@pinkman672,this is why Trump loses all the time. his heart will tell im on 11/25/22,il y a 11 mois,
939,@ucheemmanuel8972,I miss trump,il y a 1 an,"1 mention ""J'aime"""
940,@livelarge2452,I love Trump dude.,il y a 11 mois,
941,@tyrellpreston6280,Need to resign Jim Acosta,il y a 10 mois,
942,@anyaalea,Love Trump,il y a 1 an,
943,@dannyrichards6233,Plz make alot more,il y a 10 mois,
944,@killerfoxx9,Trump don't know anything except business...can he just say how many r there in this universe....,il y a 11 mois,
945,@user-xw3yz5iv1m,,il y a 9 jours,
946,@Garretts_Left_Toe,I hate trump but that reporter should have let him talk for 3.1 seconds,il y a 11 mois,
947,@annmcl5119,Nobody in the U.S more rude than Trump,il y a 11 mois,
948,@asuragaming2542,Mr.. Mr..Mr... End,il y a 1 an,
949,@CletusMcJesus,Well Jim Acosta is still a great reporter and Trump got demoted to citizen.,il y a 11 mois,
950,@Fake_News_Network,lol,il y a 1 an,
951,@sroevukasroevuka,Self projection donny?,il y a 11 jours,
952,@hu3bman,Papa Trump all the way 🇺🇲🇺🇲,il y a 7 mois,"2 ""J'aime"""
953,@40597,Oklahoma calls it a big cool down,il y a 1 an,
954,@rankobarensic,Trump 2024,il y a 8 mois,"4 ""J'aime"""
955,@wilsonwainaina7974,They didn't come from Hollywood,il y a 8 mois,
956,@geraldpratt7946,Look who's talking,il y a 2 mois,
957,@tourdeforce2881,"I am not a fan of Trump but the more I see people like the CNN reported, the more I get disgusted and find trump myself supporting Trump more",il y a 4 mois,"1 mention ""J'aime"""
958,@Nerinav1985,A Stormy press conference,il y a 1 mois,
959,@mridulmeghwanshi9673,Kitna imagine kare,il y a 11 mois,"1 mention ""J'aime"""
960,@rajghale-nt2vd,Actually Trumph the Grandfather is clever person.He did that because he has the internal tension and stress such..he becomes reed of his own journalists.But he saved america by joining hands with KJU....and the same putins response with Japan journalist...the Ukraine today.....Grandfatheris far ahead!!,il y a 6 mois,
961,@denny8727,"After this, he hopped on minecraft with the boys",il y a 5 mois,
962,@chriscosby2459,"Guardian ""news""  -- LOL",il y a 1 mois,
963,@DippyHippie,Your grandparents didn’t come in legally!,il y a 1 an,"1 mention ""J'aime"""
964,@johnnymiranda2140,You GO amt. Trump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,il y a 1 an,
965,@user-vw7mo3pt8m,🇸🇦️,il y a 6 mois,
966,@gregscott4455,Guys great,il y a 8 mois,"1 mention ""J'aime"""
967,@courtneysalmini5153,,il y a 3 mois,
968,@eddievenuto1862,I miss Donald Trump. I wish he was the president instead of Joe Biden Donald Trump always would speak his mind and he would always be harsh but in his mind he thought he was doing the right thing.,il y a 1 an,
969,@andreasjhon8080,And usa more prefer biden than him...,il y a 1 an,
970,@kenklein9228,Trump berates a male reporter.....,il y a 3 mois,
971,@laurajurek4065,Poor trumps all the cards are stacked against him,il y a 5 jours,
972,@carmenkoening7728,hate equals hate,il y a 10 mois,
973,@comlain2513,LOOOOOL cnn BTFO'd,il y a 11 mois,"2 ""J'aime"""
974,@MariaMaria-zs7pv,Trump îs extremely funny would be great as comedian :))),il y a 1 an,
975,@agquiz1847,it looks like trump is smoking a sheesha lol,il y a 1 an,
976,@dannyrichards6233,Thx 4 sharing,il y a 10 mois,
977,@darrinfry2251,Trump2024,il y a 11 mois,"2 ""J'aime"""
978,@upschidden4228,Brave trump,il y a 10 mois,
979,@connorgray8276,Wait wait wait,il y a 1 an,
980,@MJ-qb5ph,WellTrump was right in this instance,il y a 1 an,
981,@bigdaddydiesel4053,Big Don 2024,il y a 11 mois,
982,@MrLunaMars,Donald Trump is not qualified to run a bike,il y a 1 an,"3 ""J'aime"""
983,@dogsbreed5,Trump 2024,il y a 1 an,"3 ""J'aime"""
984,@HappyLife-vh2ey,Trump right again .,il y a 2 mois,"1 mention ""J'aime"""
985,@pedrambahman,Trump lock jailtime,il y a 1 an,"1 mention ""J'aime"""
986,@fredvegerano9607,That's a great president...Trump 2924!!!!,il y a 1 an,
987,@IsAaCPuLaOfficial,Best President for USA,il y a 1 an,
988,@GBSZ12,why was he orange tho,il y a 1 an,"1 mention ""J'aime"""
989,@2KVS,Now look at America crying about having a migrant crisis,il y a 1 mois,"1 mention ""J'aime"""
990,@ronaldfrink3925,2:14,il y a 1 an,
991,@Oscarj8182,1:53,il y a 6 mois,"1 mention ""J'aime"""
992,@gregwatson329,Reminds me of the presidential debate between Trump and Biden!! The way Trump kept breaking in on Biden. Just like this rude reporter!! Lol.,il y a 1 an,
993,@jollanndatheprinncess375,THE MUMMY. Пришествие!!,il y a 1 an (modifié),
994,@sirv1234,come back trump!,il y a 1 an,
995,@epistimonkapetanios,Based.,il y a 9 mois,"1 mention ""J'aime"""
996,@kurousagi214,Trump hate media!,il y a 3 semaines,"1 mention ""J'aime"""
997,@danielsmith699,No you trump here we go with the head back and forth like trying to think of a li oopps i mean an answer that is B.S. answer.,il y a 6 jours,
998,@jrmoiney,both are rude,il y a 4 mois,"1 mention ""J'aime"""
999,@lisagrobbelaar-el6ls,Mr Know all,il y a 1 mois,
1000,@majid7925,This man is a Presidential candidate again. Lets all take a brace position in advance for the United States and the rest of the world.,il y a 11 mois,
1001,@martyr787ro5,So how's it going now.........,il y a 2 mois,
1002,@craigcp7455,Donald Duck Irish Trump,il y a 8 mois,"1 mention ""J'aime"""
1003,@mohamedelnagdy1714,"Пожалуйста, соблюдайте все условия предоставления услуг и все законы всего 73-го октября на планете. Каждые 7,5 миллиарда - это 196 миллиардов миллиардов. 196 величайших цивилизаций, 22 поколения кливизации 33, 5 поколений кливизации 5, 22 поколения кливизации 33, 196 величайших цивилизаций, 22 поколения кливизации 33, 196 величайших цивилизаций δ.Все 196 величайших стран, 22 поколения стран, 33-е и 196 величайших стран δ. Заткнись, мистер и мисс Боллз, Генеральный секретарь, заткнись, все, о чем ты говоришь, это шарики из шариков, которые заставили тебя сидеть с шариками из шариков, которые могут тайно ходить с шариками, шарики из шариков, которые сделали тебя крутым, шарики из шариков, которые должны быть с шариками, так что шарики должны быть с воздушными шарами. Сидящий с мячами перед другими 3 мячами может поймать 2 мяча с одного мяча.. Это письмо адресовано мистеру и мисс Боллс. Спасибо мистеру Боллсу за то, что он сделал наши шары больше.",il y a 7 mois,"1 mention ""J'aime"""
1004,@markpaday8870,roasted,il y a 3 mois,
1005,@edgedevi428,Trump is like Elvis. The king,il y a 4 mois,
1006,@gulismedia,What does Jim acosta say about migrants now????,il y a 1 mois,
1007,@corneilcorneil,"That are NO IMMIGRANTS, reporter! You fail!",il y a 1 an,
1008,@baileythrush1155,Trump calling him out! Love it! TRUMP 2024,il y a 1 an,"1 mention ""J'aime"""
1009,@Memegod326,Tbh Trump has no place to talk,il y a 1 an,
1010,@jackkennedy7078,"LOL ""CNN reporter"". You mean Jim Acosta",il y a 1 an,"1 mention ""J'aime"""
1011,@olliewilliamsyt,Dem nigaz iz wilin',il y a 1 an,
1012,@gianbruny5330,2:13,il y a 3 semaines,
1013,@lhites9830,2021 Current administration open borders millions of migrate,il y a 10 mois,"1 mention ""J'aime"""
1014,@aaronbakersports,TRUMP 2024,il y a 4 mois,"5 ""J'aime"""
1015,@rebeccabechtel9701,We are still being invaded,il y a 1 an,"1 mention ""J'aime"""
1016,@lutzkording3146,Trump..you can't mess with Ronald Reaggan..best President ever in USA...,il y a 1 an,
1017,@tuyetvo4353,,il y a 1 an,
1018,@vipfitnessstudio9694,"He was right. They are rude. CNN, BBC!",il y a 1 an,
1019,@ROBBAKES310,Enjoy your cell....,il y a 5 jours,
1020,@hamb7260,Anybody who question 1st-grade-minded trump is rude and obnoxious.  As long as you agree with this Tyran then you are an angel.,il y a 2 mois,
1021,@brianrisso346,Trump was great. He acted so tough but he was the biggest whiny baby in the room. Miss this guy. Joe doesn't make me laugh like Donald did. Trump 2024,il y a 6 mois,"1 mention ""J'aime"""
1022,@kifazo6277,"1v1 fight, intensive!",il y a 10 mois,
1023,@purefoldnz3070,CNN got the last laugh on one term chump trump who got dumped.,il y a 1 an,
1024,@jeffeverett274,Left wing news agencies.  Ugh.,il y a 1 mois,
