username,comment,date,likes
@TorontoJon,"NO ONE, regardless of race, colour, or creed, has the right to resist arrest, to assault police officers, or to steal an officer's weapon (gun, baton, Taser, etc.). You don't have a right to lay one finger on a police officer (or to dump buckets of water on an officer, etc. as we've seen recently) because that is ASSAULT and stealing a weapon is THEFT and ASSAULT and therefore, police are fully justified and authorized to respond with the use of deadly force if necessary.",3 years ago,1
@bsrcat1,"They armchair quarterback is forgetting one thing and this video is short. They asked if he had any weapons and he got a quick pat, they never got a chance to do a search incident to arrest because you don't do that until a suspect is in cuffs. What they and everyone knows is he was compliant and officers respectful until he initiated non-compliance and resisted arrest fir a violation, he then assaulted 2 officers, he then took a taser which became a weapon of opportunity fled and used it shooting at police as he fled. So a violent aggressor, who just assalted police with a weapon of opportunity and no problem using it against police gets shot? That is what is happens when you make decisions like this. Had he ran, no weapon and the shot him i would be grilling the police. Had the police acted in any way other than a professional manner or treated him with less respect due any person of any race, i would be again grilling their asses. What i am not going to do is give Mr. Brooks a pass on decisions he made leading up to his arrest, you do something, even something stupid, own that shit like a man. I damn sure am not gonna give him a pass on the resisting arrest, assault, commandeering a police, use of a police weapon at police. And i am definitely not going to give him a pass just because he is black and the cops are white.",3 years ago,0
@rvlucky2909,I have one question did they have to shoot to kill could you not shot him in the leg,3 years ago,7
@rogjerr,Poor Arbery.  He was just jogging thru after they kneeled on his neck.,3 years ago,1
@billybackfire2977,"How can you VERY violently attack two police officers, grab a Tazer off them, and not expect to be shot?",3 years ago,0
@learneroftruth8025,"You shot and killed someone in cold blood from behind while they're running away just because they were slightly impaired?  WTF?!?!

There's a name for this, it's called first degree murder!!  I'm ashamed to have ever been a police officer.  There's way more criminals wearing blue than I had ever imagined...wow.",3 years ago,1
@annmariecooper5606,Make  an effort to demonstrate love; it would make your country a better play,3 years ago,0
@comicomi4451,Bad decisions meeting Bad Practice...,3 years ago,0
@jkfu7641,"If he's running away, did he get shot in the back?",3 years ago,32
@hollywoodcheremonkey,"It sounds like the cops will definitely walk on this one, and I’m ok with it. Resisting arrest like that is just crazy. I would’ve expected being shot if I were the black guy.",3 years ago,0
@CalinSava,"I swear American police is absolutely messed up. I get it, he was in the wrong but wtf actually kill a man that was unarmed (they checked him)  just because he stole a taser gun and ran off. Let him run ffs you have his car with all his documents, you will get him eventually. And to see comments from people trying to justify that he was in the wrong like he deserved losing his life for something like that is absolutely mind-blowing. I hope that never happens to yourself or someone close to you. Unfortunately, people realize the issue only when they are directly affected by it.",3 years ago,1
@olyolu2337,Exactly ! !,3 years ago,0
@Smullet90,"So the guy was driving drunk, resists arrest, steals a taser, runs from the police, shoots them with the taser, and somehow they're the bad guys for shooting him?",3 years ago,0
@bryantoth5249,So let’s look at this. If he wasn’t a criminal.  And if he didn’t have a warrant hanging. And if he wasn’t drunk driving. And if he didn’t fall asleep in the drive thru. And if he didn’t resist arrest. And if he didn’t assault the police officers. And if he didn’t steal the taser. And if he didn’t evade arrest. And if he didn’t try to shoot the officer with the taser. He would be alive today.,3 years ago,0
@sophieperaaud471,THE COPS ARE TAKING ORDERS FROM THE BUNKER,3 years ago,6
@joetallon4968,"A perfect example of what not to do when interacting with the Police. The shoot was justified, Police have the right to protect themselves.",3 years ago,0
@seagitwibo7967,The police shoot and killed a man who is unarmed and running away from the officer. Unbelievable.,3 years ago,0
@rightfitfitnessperformance8209,cnn needs to show the whole clip. This can be taken out of context in both ways.,3 years ago,0
@kelleypearson1493,"Far too often Police shoots a guy running away, cause they don't want to chase. You will eventually catch the guy. Sure, he took your ""Less Lethal"" from you; should he then be captured with a ""Most Lethal""?",3 years ago,0
@stefanmansson6734,He took BOTH of the teasers and fired one upon the Police. The media lies abot this fact until it´s a blatant farce.,3 years ago,0
@benjamin81too,he is on the run -  you have his car - where is he going? - I mean why shoot a gun at him?  Go ahead make up some reason because you already know he is unarmed. next time just go wait at the person's home.,3 years ago,9
@MrDavison282,"He was armed after he took the cops tazer..... And then he fired the tazer at police, you know a tazer is used to incapacitate right? How do you know he didnt think he had the cops gun? In the heat of the moment you arent examining the weapon you just took.  why did this guy fight so hard? I can't see it being for dui alone.",3 years ago,0
