username,comment,like,date,comment_length
patrickdoss25,Fires a taser at him responds the bullets yeah the gun was not necessary  I dont care if you want to argue he attacked the police THIS right here is what were talking about  The police are supposed to DEESCALATE a situation not respond with deadlier force  He didnt have to fire his gun at a man WHO WAS RUNNING AWAY  Arent police supposed to be trained to handle situations like this without having to resort to lethal force EVERY time  Where were the fucking rubber bullets in this situation  The cops go for their guns EVERY FUCKING TIME this is why we need police reform,0,2020-11-13 10:40:59.345294,599
hamed3423,You shouldnt resist ever This one im not supporting He shot at cops and resisted arrest He was drunk as hell and we need to stop normalizing this in the community,0,2020-11-13 10:40:59.345294,168
youdamanyoudaman,Cnn really does try to twist everything,0,2020-11-13 10:40:59.345294,39
Bradyvilleboy,CNN never gives the whole story This man chose a very bad path,0,2020-11-13 10:40:59.345294,64
emodemocrat6281,httpswwwyoutubecomwatchvhnRuWcgflaE full video,0,2020-11-13 10:40:59.345294,54
jondc32,Ridiculous reporting,0,2020-11-13 10:40:59.345294,20
krismorgan1405,You guys are manipulating the angle show the other angle,0,2020-11-13 10:40:59.345294,56
dopeskaterat95,He fucking ran away with the cops taser,0,2020-11-13 10:40:59.345294,39
scottcasey9240,CNN has shortened the video to fit their narrative,0,2020-11-13 10:40:59.345294,51
oso0012,Im a huge supporter of the defund the police movement but this was clearly not police brutality Rayshard completely messed up should he have died no and its unfortunate but this is not the same as Goerge Floyd and I hope the movement doesnt stick to its guns on this on when there is clear evidence of police brutality elsewhere,0,2020-11-13 10:40:59.345294,334
jayta906,Known criminal and child abuser dies It isnt a tragedy There fixed title,0,2020-11-13 10:40:59.345294,74
cesartrujillo8813,So now all attorneys are black to lol come on man come on this is getting rediciulus,0,2020-11-13 10:40:59.345294,85
tonyjenkins7156,Yet again police escalating to kill Protect and Serve  Point and Shoot,1,2020-11-13 10:40:59.345294,73
akelaforte3520,Apearantly CNN is as bad as the prosecutor office at losing footage What happened to the footage of dude throwing and landing punches on officers,0,2020-11-13 10:40:59.345294,149
BT_Spanky,"CNN trying to spin the fact 
I still dont understand why he tried to run away then grabbed the taser and points it at the cops",0,2020-11-13 10:40:59.345294,129
jaydawg7820,Hey Look im a fairly liberal democrat but Why did he Fight and Run   Did he really think he could get away with a DUI   My brother got a DUI sitting in a parked car listening to the radio in front of my house ,0,2020-11-13 10:40:59.345294,220
Wachofeo,America strikes again,0,2020-11-13 10:40:59.345294,22
georgeanumba5527,Well the World is watching America is finished,0,2020-11-13 10:40:59.345294,46
garbi27,The police is justified in this case,0,2020-11-13 10:40:59.345294,36
kehao,I mean if the guy ran away you still have his cars number details right oh gunning him down makes lesser report oh,1,2020-11-13 10:40:59.345294,122
theanonymousone9668,That was perhaps the most pointless use of narration EVER,0,2020-11-13 10:40:59.345294,58
zmaxpro5681,Now spect The CIVIL WAR,0,2020-11-13 10:40:59.345294,23
IsaEire,I dont agree with gun use but why are the US police always shooting at the chest and head do they not have training for shooting there legs and arms as a last resort scenario,0,2020-11-13 10:40:59.345294,177
DogScience,Tennessee Vs Garner,0,2020-11-13 10:40:59.345294,21
streetevenkeepnmhits,This is far different issue with George Floyd and the rest first of all you are resisting arrest second your taking a taser and using it against a law enforcement officer pretty dumb move I would say Your sleeping at the wheel at a Wendys drive thru dumb from the beginning Officers were doing there job Stop making all cops look bad there are good ones out there just doing there job feeding there families,0,2020-11-13 10:40:59.345294,417
icaruseffect4072,Suprised CNN didnt blame it on covid,0,2020-11-13 10:40:59.345294,39
dylantortosa7678,What  if we  kissed  at the ruins  of Wendys,0,2020-11-13 10:40:59.345294,45
citizenph1L,Dont watch CNN watch the entire footage approx 41 mins long and go figure it out yourself The police did nothing wrong in this case,0,2020-11-13 10:40:59.345294,138
PlaceboHead360,Lied to the cops Drunk driving  Punched a cop  Stole his tazer Ran Shot tazer at cops yeah what a great citizen,1,2020-11-13 10:40:59.345294,120
tuliobarese6644,This is murder  plain and simple,0,2020-11-13 10:40:59.345294,32
pierrebibeau9861,Why burn Wendys Restaurant,0,2020-11-13 10:40:59.345294,28
L34K5.,Shame on you officers,0,2020-11-13 10:40:59.345294,22
damianomiazzi5844,So you kill a man becouse is drunk Police have  problem,0,2020-11-13 10:40:59.345294,56
Qaadirey,I thing I sow other video white guy wa running away and attack the a police and he never got shot wtf,0,2020-11-13 10:40:59.345294,101
bri9146,They had his car and he is junk,0,2020-11-13 10:40:59.345294,32
kaichiutsang536,200,0,2020-11-13 10:40:59.345294,4
hunterwhiddon8684,He got what he got CNN watch the whole dam video he was wrong cops did the right thing,0,2020-11-13 10:40:59.345294,86
knightnrmer,"CNN   half the videos 
Half the news 
All the time  ",0,2020-11-13 10:40:59.345294,56
elijahwhitaker6584,Enough is enough where the fucking Molotovs,0,2020-11-13 10:40:59.345294,43
connormurphy7684,CNN censorship for the sheeple,8,2020-11-13 10:40:59.345294,30
darengoudeau742,All this manipulation manipulated bs bs,0,2020-11-13 10:40:59.345294,53
flyboy008,I used to like CNN up until today YOU SUPPOSED TO DELIVER FACTS WHATS THE POINT OF THIS VIDEO FOR VIEWS FOR MORE CONFLICTS WHY BOTHERS TO SHOW PART OF THE CLIPS WHEN YOU HAVE SEEN THE FULL VIDEO SHAME ON YOU CNN,0,2020-11-13 10:40:59.345294,218
fixitfelix718,Cnn are you SERIOUSSSS,0,2020-11-13 10:40:59.345294,22
chef255,Another rocket scientist wont make it to work at NASA on Monday,0,2020-11-13 10:40:59.345294,64
user-xk2tr8sz6j,他の動画でカットされてないのを見たけどこれは明らかに黒人が悪い黒人は検証もせずになんでもかんでも差別だと言う前の事件だって明らかに殺人行為だけど警察官が人種差別的な考えを持ってやっていたのかも分からないのに差別だと一方的に言いつけるのもどうかと思う,0,2020-11-13 10:40:59.345294,129
KM-fy4di,we can see that they are looking fir any reasen to keel the black peipme ,0,2020-11-13 10:40:59.345294,76
zmaxpro5681,VOTE BLUE BLUE,0,2020-11-13 10:40:59.345294,14
RapLover03,Fake News Show the whole video Shame on you,0,2020-11-13 10:40:59.345294,45
JoaquinLomeliJr,I support black lives matter but even i can understand that this was the black guys fault Not the cop,1,2020-11-13 10:40:59.345294,102
justinhuff7584,Show the other videos which shows the suspect stole and fired the taser at the officer Stop playing hide the ball CNN,0,2020-11-13 10:40:59.345294,119
zeblackboi,I dont take CNN seriously,1,2020-11-13 10:40:59.345294,25
cesargarces9237,Why she has to say white cops and black guy,0,2020-11-13 10:40:59.345294,44
920_newjuan3,Anyone that believes the Police were in the right hit that like button Im trying to see how many clueless people watched this,0,2020-11-13 10:40:59.345294,126
nataliocampos5156,This is why ppl hate CNN Lol,0,2020-11-13 10:40:59.345294,29
yeffygaming260,How about giving all the facts for once CNN Waste of time watching anything you guys say,0,2020-11-13 10:40:59.345294,90
arls9430,After she said white officer  I stopped the vid,1,2020-11-13 10:40:59.345294,49
sobreezymimi7622,This does not happen to white guys,0,2020-11-13 10:40:59.345294,35
jakusings8352,"Say hes name CNN


CANNON HINNANT",0,2020-11-13 10:40:59.345294,33
PElotERo11000,Jewish police officer is the question,0,2020-11-13 10:40:59.345294,38
yashkak,Propaganda at its finest,0,2020-11-13 10:40:59.345294,24
nunosousa7497,Is funny is not a man and officers is a black man and white officers xD,0,2020-11-13 10:40:59.345294,71
jeromekoehn,One less rioter,0,2020-11-13 10:40:59.345294,15
zmaxpro5681,BIDEN 2020,0,2020-11-13 10:40:59.345294,10
fogsho,Cnn is full of it,0,2020-11-13 10:40:59.345294,17
vahagnkarapetyan1162,Dont act like a animal if youdont want to get shot thats et,0,2020-11-13 10:40:59.345294,63
kellymonroe4380,Why doesnt CNN show all races Its not profitable,0,2020-11-13 10:40:59.345294,52
nicoguerrero7301,Defund cnn o wait who owns cnn,0,2020-11-13 10:40:59.345294,32
workoutfanatic7873,cnn think u ppl were born yesterday lmao,0,2020-11-13 10:40:59.345294,40
joe25253,Tabloid journalismpropaganda,0,2020-11-13 10:40:59.345294,29
bigm8785,CNNLOL,1,2020-11-13 10:40:59.345294,6
handsolo4914,Cnn law force analist what a joke of a network they are like a not funny onion,0,2020-11-13 10:40:59.345294,88
skullmx9165,Democrats is CAOS TRUMP 2020,0,2020-11-13 10:40:59.345294,35
JorgeAcosta-gj3dj,Trump 2020 ,0,2020-11-13 10:40:59.345294,14
brainwashingdetergent4128,Trash CNN,0,2020-11-13 10:40:59.345294,9
RobertLindeman-th7ff,NB  Dont steal police weapons and attempt to use those against them while evading arrest,3,2020-11-13 10:40:59.345294,91
justsomeponywithamustache8731,Faker than the Last of Us 2 reviews,0,2020-11-13 10:40:59.345294,35
williamliles7647,The dumbass was grabbing for his gun beltResisting arrest is still a crime little aloneGRABBING HIS GUN BELT LEGAL SHOOT PERIOD,0,2020-11-13 10:40:59.345294,129
griffithandy2950,Way to go cnn keep widening the racial divide Pos news company The lesson here is dont fight the police,0,2020-11-13 10:40:59.345294,108
ferrocha26,That reporter is like that kid who keeps talking back to the teacher and the teacher is trying to move on,14,2020-11-13 10:40:59.345294,105
basicallytroll2705,Imagine Biden gets treated like this hell just walks out,4,2021-11-13 10:40:59.345294,59
aaronchristopher1239,Love him or hate him  you have to feel sympathy He has to face a barrage of reporters criticizing and trying to trip him up each and every day,1,2020-11-13 10:40:59.345294,145
andrewpulido94,Damm I miss having a president thats not afraid to take up some questions from the media,656,2022-11-13 10:40:59.345294,89
maxpaws3977,To be fair he was a very persistent pest of a reporter And he clung onto that mic like it was his life and even when the mic was out of his hand he went on and on,1,2021-11-13 10:40:59.345294,164
goldensoul1842,Nothing worse than a guy who doesnt know when hes beat That reporter was terrible,258,2023-05-17 10:40:59.345294,85
